DATASET,ISO,OBS_MEASURE,COUNTRY,INDICATOR,FREQUENCY,SCALE,2022,Normalized ,,,,,,,,,
IMF.RES:WEO(6.0.0),NRU,OBS_VALUE,"Nauru, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,10388.798,0.064991533,,,,,,,,,
IMF.RES:WEO(6.0.0),NPL,OBS_VALUE,Nepal,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,4963.978,0.027675456,,,,,,,,,
IMF.RES:WEO(6.0.0),NLD,OBS_VALUE,"Netherlands, The","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,77728.83,0.528207969,,,,,,,,,
IMF.RES:WEO(6.0.0),NZL,OBS_VALUE,New Zealand,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,52134.564,0.352150959,,,,,,,,,
IMF.RES:WEO(6.0.0),NIC,OBS_VALUE,Nicaragua,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,7753.807,0.046866042,,,,,,,,,
IMF.RES:WEO(6.0.0),NER,OBS_VALUE,Niger,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,1784.908,0.005807372,,,,,,,,,
IMF.RES:WEO(6.0.0),NGA,OBS_VALUE,Nigeria,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,6124.479,0.035658273,,,,,,,,,
IMF.RES:WEO(6.0.0),MKD,OBS_VALUE,"North Macedonia, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,24701.349,0.163444246,,,,,,,,,
IMF.RES:WEO(6.0.0),NOR,OBS_VALUE,Norway,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,97465.658,0.663973024,,,,,,,,,
IMF.RES:WEO(6.0.0),OMN,OBS_VALUE,Oman,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,40857.558,0.274579054,,,,,,,,,
IMF.RES:WEO(6.0.0),PAK,OBS_VALUE,Pakistan,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,6440.866,0.037834626,,,,,,,,,
IMF.RES:WEO(6.0.0),PLW,OBS_VALUE,"Palau, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,14605.24,0.093995458,,,,,,,,,
IMF.RES:WEO(6.0.0),PAN,OBS_VALUE,Panama,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,36307.886,0.243282918,,,,,,,,,
IMF.RES:WEO(6.0.0),PNG,OBS_VALUE,Papua New Guinea,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,3259.82,0.015952949,,,,,,,,,
IMF.RES:WEO(6.0.0),PRY,OBS_VALUE,Paraguay,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,16446.926,0.106663988,,,,,,,,,
IMF.RES:WEO(6.0.0),PER,OBS_VALUE,Peru,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,16702.293,0.108420598,,,,,,,,,
IMF.RES:WEO(6.0.0),PHL,OBS_VALUE,Philippines,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,10407.531,0.065120393,,,,,,,,,
IMF.RES:WEO(6.0.0),POL,OBS_VALUE,"Poland, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,47222.029,0.318358772,,,,,,,,,
IMF.RES:WEO(6.0.0),PRT,OBS_VALUE,Portugal,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,44085.697,0.296784673,,,,,,,,,
IMF.RES:WEO(6.0.0),PRI,OBS_VALUE,Puerto Rico,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,45883.225,0.30914945,,,,,,,,,
IMF.RES:WEO(6.0.0),QAT,OBS_VALUE,Qatar,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,111396.216,0.759798096,,,,,,,,,
IMF.RES:WEO(6.0.0),ROU,OBS_VALUE,Romania,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,42581.96,0.286440815,,,,,,,,,
IMF.RES:WEO(6.0.0),RUS,OBS_VALUE,Russian Federation,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,40938.963,0.275139021,,,,,,,,,
IMF.RES:WEO(6.0.0),RWA,OBS_VALUE,Rwanda,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,3190.306,0.015474778,,,,,,,,,
IMF.RES:WEO(6.0.0),WSM,OBS_VALUE,Samoa,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,5701.009,0.032745321,,,,,,,,,
IMF.RES:WEO(6.0.0),SMR,OBS_VALUE,"San Marino, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,75338.001,0.511762012,,,,,,,,,
IMF.RES:WEO(6.0.0),STP,OBS_VALUE,"São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,6017.083,0.034919521,,,,,,,,,
IMF.RES:WEO(6.0.0),SAU,OBS_VALUE,Saudi Arabia,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,61440.746,0.416166023,,,,,,,,,
IMF.RES:WEO(6.0.0),SEN,OBS_VALUE,Senegal,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,4538.162,0.024746367,,,,,,,,,
IMF.RES:WEO(6.0.0),SRB,OBS_VALUE,"Serbia, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,26687.679,0.177107749,,,,,,,,,
IMF.RES:WEO(6.0.0),SYC,OBS_VALUE,Seychelles,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,36323.916,0.243393184,,,,,,,,,
IMF.RES:WEO(6.0.0),SLE,OBS_VALUE,Sierra Leone,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,3023.075,0.014324435,,,,,,,,,
IMF.RES:WEO(6.0.0),SGP,OBS_VALUE,Singapore,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,143094.835,0.977845532,,,,,,,,,
IMF.RES:WEO(6.0.0),SVK,OBS_VALUE,Slovak Republic,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,41458.3,0.278711419,,,,,,,,,
IMF.RES:WEO(6.0.0),SVN,OBS_VALUE,"Slovenia, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,50933.177,0.343886897,,,,,,,,,
IMF.RES:WEO(6.0.0),SLB,OBS_VALUE,Solomon Islands,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,2438.28,0.010301766,,,,,,,,,
IMF.RES:WEO(6.0.0),SOM,OBS_VALUE,Somalia,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,1695.081,0.005189473,,,,,,,,,
IMF.RES:WEO(6.0.0),ZAF,OBS_VALUE,South Africa,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,15005.365,0.096747825,,,,,,,,,
IMF.RES:WEO(6.0.0),SSD,OBS_VALUE,"South Sudan, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,1009.485,0.000473417,,,,,,,,,
IMF.RES:WEO(6.0.0),ESP,OBS_VALUE,Spain,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,49456.129,0.333726627,,,,,,,,,
IMF.RES:WEO(6.0.0),LKA,OBS_VALUE,Sri Lanka,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,14057.659,0.090228775,,,,,,,,,
IMF.RES:WEO(6.0.0),KNA,OBS_VALUE,St. Kitts and Nevis,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,29018.462,0.193140663,,,,,,,,,
IMF.RES:WEO(6.0.0),LCA,OBS_VALUE,St. Lucia,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,24599,0.162740211,,,,,,,,,
IMF.RES:WEO(6.0.0),VCT,OBS_VALUE,St. Vincent and the Grenadines,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,16898.234,0.109768431,,,,,,,,,
IMF.RES:WEO(6.0.0),SDN,OBS_VALUE,Sudan,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,3828.455,0.019864457,,,,,,,,,
IMF.RES:WEO(6.0.0),SUR,OBS_VALUE,Suriname,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,19773.066,0.129543732,,,,,,,,,
IMF.RES:WEO(6.0.0),SWE,OBS_VALUE,Sweden,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,67922.267,0.4607509,,,,,,,,,
IMF.RES:WEO(6.0.0),CHE,OBS_VALUE,Switzerland,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,89940.704,0.612210613,,,,,,,,,
IMF.RES:WEO(6.0.0),TWN,OBS_VALUE,Taiwan Province of China,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,71513.52,0.485454295,,,,,,,,,
IMF.RES:WEO(6.0.0),TJK,OBS_VALUE,"Tajikistan, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,4673.073,0.025674388,,,,,,,,,
IMF.RES:WEO(6.0.0),TZA,OBS_VALUE,"Tanzania, United Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,3731.254,0.019195834,,,,,,,,,
IMF.RES:WEO(6.0.0),THA,OBS_VALUE,Thailand,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,22779.397,0.150223585,,,,,,,,,
IMF.RES:WEO(6.0.0),TLS,OBS_VALUE,"Timor-Leste, Democratic Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,5725.139,0.032911306,,,,,,,,,
IMF.RES:WEO(6.0.0),TGO,OBS_VALUE,Togo,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,2925.819,0.013655434,,,,,,,,,
IMF.RES:WEO(6.0.0),TON,OBS_VALUE,Tonga,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,6888.096,0.040911017,,,,,,,,,
IMF.RES:WEO(6.0.0),TTO,OBS_VALUE,Trinidad and Tobago,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,31862.073,0.212701203,,,,,,,,,
IMF.RES:WEO(6.0.0),TUN,OBS_VALUE,Tunisia,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,13521.856,0.086543111,,,,,,,,,
IMF.RES:WEO(6.0.0),TUR,OBS_VALUE,"Türkiye, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,35418.057,0.237161991,,,,,,,,,
IMF.RES:WEO(6.0.0),TKM,OBS_VALUE,Turkmenistan,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,24916.16,0.164921881,,,,,,,,,
IMF.RES:WEO(6.0.0),TUV,OBS_VALUE,Tuvalu,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,5232.751,0.029524283,,,,,,,,,
IMF.RES:WEO(6.0.0),UGA,OBS_VALUE,Uganda,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,3314.545,0.01632939,,,,,,,,,
IMF.RES:WEO(6.0.0),UKR,OBS_VALUE,Ukraine,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,16508.208,0.107085532,,,,,,,,,
IMF.RES:WEO(6.0.0),ARE,OBS_VALUE,United Arab Emirates,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,72243.424,0.490475135,,,,,,,,,
IMF.RES:WEO(6.0.0),GBR,OBS_VALUE,United Kingdom,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,58878.657,0.398542008,,,,,,,,,
IMF.RES:WEO(6.0.0),USA,OBS_VALUE,United States,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,77801.397,0.528707141,,,,,,,,,
IMF.RES:WEO(6.0.0),URY,OBS_VALUE,Uruguay,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,32043.621,0.213950029,,,,,,,,,
IMF.RES:WEO(6.0.0),UZB,OBS_VALUE,"Uzbekistan, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,10195.541,0.063662163,,,,,,,,,
IMF.RES:WEO(6.0.0),VUT,OBS_VALUE,Vanuatu,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,2906.04,0.013519379,,,,,,,,,
IMF.RES:WEO(6.0.0),VEN,OBS_VALUE,"Venezuela, República Bolivariana de","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,7266.547,0.043514293,,,,,,,,,
IMF.RES:WEO(6.0.0),VNM,OBS_VALUE,Vietnam,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,13935.753,0.089390212,,,,,,,,,
IMF.RES:WEO(6.0.0),WBG,OBS_VALUE,West Bank and Gaza,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,5805.23,0.033462233,,,,,,,,,
IMF.RES:WEO(6.0.0),YEM,OBS_VALUE,"Yemen, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,1767.315,0.005686354,,,,,,,,,
IMF.RES:WEO(6.0.0),ZMB,OBS_VALUE,Zambia,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,3866.674,0.020127357,,,,,,,,,
IMF.RES:WEO(6.0.0),ZWE,OBS_VALUE,Zimbabwe,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Annual,Units,4660.594,0.025588548,,,,,,,,,
